,TIC,i0,i1,med,peak
13.0,260192754,9468.0,9472.0,761097.5625,762173.5
72.0,255567856,3658.0,3664.0,23065.94921875,23984.990234375
72.0,255567856,3671.0,3680.0,23065.94921875,24003.875
72.0,255567856,8115.0,8125.0,23065.94921875,23354.939453125
72.0,255567856,8127.0,8132.0,23065.94921875,23372.611328125
149.0,4706382,8088.0,8092.0,820920.4375,822464.625
176.0,126039296,7538.0,7572.0,80579.4140625,80767.875
246.0,178575480,7905.0,8011.0,46557.9765625,47691.88671875
272.0,373844472,14726.0,14730.0,5796.083984375,5964.9833984375
274.0,264981044,6318.0,6322.0,558.8096923828125,666.0783081054688
292.0,56244759,14153.0,14172.0,336.3553466796875,586.3596801757812
341.0,264313563,7622.0,7627.0,997453.5625,997560.1875
341.0,264313563,7636.0,7640.0,997453.5625,997414.0625
341.0,264313563,7642.0,7647.0,997453.5625,997495.125
350.0,143669444,8136.0,8143.0,45482.50390625,46018.9453125
362.0,339633702,7943.0,7948.0,24206.29296875,24604.203125
362.0,339633702,7954.0,7967.0,24206.29296875,24600.767578125
362.0,339633702,7969.0,7989.0,24206.29296875,24619.771484375
362.0,339633702,7991.0,8028.0,24206.29296875,24630.16015625
366.0,388106740,12565.0,12569.0,5307.736328125,5368.73388671875
386.0,130091386,7747.0,7775.0,185955.265625,202385.78125
386.0,130091386,7958.0,8087.0,185955.265625,195468.703125
386.0,130091386,11751.0,11758.0,185955.265625,221699.078125
386.0,130091386,11765.0,11778.0,185955.265625,221707.828125
386.0,130091386,11780.0,11785.0,185955.265625,221587.671875
444.0,278991483,3408.0,3414.0,10649.89453125,10737.318359375
444.0,278991483,7637.0,7641.0,10649.89453125,10784.28515625
444.0,278991483,8897.0,8919.0,10649.89453125,10946.6123046875
445.0,134360234,7742.0,7762.0,15588.7294921875,15697.3955078125
480.0,25118964,7710.0,7719.0,2239.04638671875,2478.7880859375
480.0,25118964,10531.0,10536.0,2239.04638671875,2302.0
480.0,25118964,12719.0,12731.0,2239.04638671875,2488.602783203125
520.0,88751083,7889.0,7895.0,6134712.0,6137074.0
520.0,88751083,7900.0,7936.0,6134712.0,6138160.5
520.0,88751083,7943.0,7950.0,6134712.0,6137143.5
520.0,88751083,7952.0,7960.0,6134712.0,6136553.5
527.0,177927950,2817.0,2821.0,7677.55419921875,8008.4072265625
527.0,177927950,7768.0,7778.0,7677.55419921875,7841.234375
527.0,177927950,8539.0,8543.0,7677.55419921875,7785.56787109375
527.0,177927950,14140.0,14146.0,7677.55419921875,8058.1787109375
560.0,237934055,7375.0,7382.0,438.84881591796875,520.3888549804688
560.0,237934055,10149.0,10154.0,438.84881591796875,583.4129638671875
604.0,131645052,7828.0,7873.0,25588.548828125,25675.609375
604.0,131645052,7875.0,7892.0,25588.548828125,25659.017578125
604.0,131645052,7916.0,7932.0,25588.548828125,25608.69921875
604.0,131645052,7934.0,7938.0,25588.548828125,25597.138671875
604.0,131645052,7944.0,7950.0,25588.548828125,25621.9296875
610.0,139922508,7521.0,7616.0,3082620.5,3087845.0
618.0,231090784,15356.0,15365.0,2586.0625,2794.258056640625
654.0,65589187,7840.0,7844.0,1629.3751220703125,1688.3289794921875
675.0,142906191,1100.0,1125.0,650.641845703125,871.8031616210938
675.0,142906191,11155.0,11159.0,650.641845703125,811.1434936523438
675.0,142906191,11167.0,11171.0,650.641845703125,787.6908569335938
675.0,142906191,11213.0,11230.0,650.641845703125,1024.5950927734375
675.0,142906191,11633.0,11640.0,650.641845703125,762.2149047851562
675.0,142906191,13747.0,13763.0,650.641845703125,929.8505859375
683.0,238148366,7853.0,7857.0,8490.71484375,8577.2802734375
683.0,238148366,7867.0,7874.0,8490.71484375,8594.4033203125
683.0,238148366,7877.0,7883.0,8490.71484375,8583.4619140625
683.0,238148366,7896.0,7900.0,8490.71484375,8572.529296875
713.0,382188816,7906.0,7915.0,5487.0986328125,5611.02294921875
713.0,382188816,7927.0,7934.0,5487.0986328125,5598.55712890625
713.0,382188816,11917.0,11925.0,5487.0986328125,5931.9267578125
716.0,55852584,6944.0,6949.0,909240.3125,934426.75
718.0,255551163,1401.0,1408.0,828.4254150390625,949.569580078125
720.0,348654356,9329.0,9334.0,76.70082092285156,198.36231994628906
722.0,234479593,11606.0,11635.0,13244.2294921875,15861.1826171875
765.0,18999145,9205.0,9270.0,10516.798828125,11107.546875
792.0,127572976,3531.0,3542.0,60890.16015625,61273.28515625
792.0,127572976,10274.0,10279.0,60890.16015625,61352.7890625
792.0,127572976,10281.0,10288.0,60890.16015625,61393.1171875
792.0,127572976,10321.0,10325.0,60890.16015625,61341.8515625
792.0,127572976,15369.0,15424.0,60890.16015625,61394.58984375
792.0,127572976,15426.0,15430.0,60890.16015625,61207.984375
802.0,180972066,5221.0,5228.0,2010.1881103515625,2160.76953125
802.0,180972066,8952.0,8956.0,2010.1881103515625,2136.91845703125
802.0,180972066,9509.0,9513.0,2010.1881103515625,2075.59716796875
802.0,180972066,12038.0,12044.0,2010.1881103515625,2176.452880859375
802.0,180972066,15418.0,15429.0,2010.1881103515625,2147.74951171875
802.0,180972066,16054.0,16058.0,2010.1881103515625,2080.954833984375
808.0,331917671,10803.0,10808.0,302.00543212890625,437.1798095703125
830.0,284333315,7632.0,7637.0,805408.6875,807847.0625
830.0,284333315,7640.0,7659.0,805408.6875,808109.0625
830.0,284333315,7664.0,7670.0,805408.6875,808044.625
830.0,284333315,7764.0,7770.0,805408.6875,808161.9375
830.0,284333315,7773.0,7777.0,805408.6875,808289.625
830.0,284333315,7793.0,7806.0,805408.6875,808130.5
830.0,284333315,7817.0,7839.0,805408.6875,808095.125
830.0,284333315,7847.0,7851.0,805408.6875,807842.5
833.0,7131321,7588.0,7593.0,188595.09375,189018.375
848.0,80036886,9684.0,9777.0,428598.65625,434566.21875
848.0,80036886,15373.0,15379.0,428598.65625,434022.3125
848.0,80036886,15381.0,15450.0,428598.65625,434482.65625
884.0,318573840,4641.0,4657.0,142.20474243164062,487.9944763183594
899.0,355275122,4452.0,4461.0,1136.9237060546875,1187.201416015625
906.0,127417552,1869.0,1876.0,1001.5786743164062,1157.6207275390625
906.0,127417552,1881.0,1891.0,1001.5786743164062,1078.0614013671875
906.0,127417552,15492.0,15504.0,1001.5786743164062,1387.0435791015625
927.0,32051273,7409.0,7416.0,31278.392578125,31464.5390625
927.0,32051273,11121.0,11126.0,31278.392578125,31484.458984375
969.0,168332565,13133.0,13142.0,912.2178955078125,1108.8953857421875
998.0,81326854,7362.0,7389.0,1609182.75,1611260.625
998.0,81326854,7391.0,7407.0,1609182.75,1611406.0
1039.0,237956133,7496.0,7726.0,3532333.0,3576148.75
1039.0,237956133,7730.0,7741.0,3532333.0,3570765.0
1039.0,237956133,7743.0,7753.0,3532333.0,3571563.25
1039.0,237956133,7755.0,7770.0,3532333.0,3572693.25
1039.0,237956133,7772.0,7776.0,3532333.0,3570246.75
1039.0,237956133,7785.0,7790.0,3532333.0,3572343.75
1039.0,237956133,7810.0,7815.0,3532333.0,3570864.25
1095.0,238950307,5994.0,5998.0,7430.4580078125,7531.376953125
1102.0,471013885,11220.0,11254.0,2.2497053146362305,77.7182846069336
1119.0,101269463,7720.0,7724.0,63920.9296875,64132.0703125
1119.0,101269463,7736.0,7744.0,63920.9296875,64116.68359375
1121.0,452847338,1350.0,1354.0,1738.9248046875,1834.513916015625
1136.0,124199788,6528.0,6532.0,4333.69091796875,4728.8837890625
1144.0,147041860,9029.0,9037.0,140.09141540527344,279.6300964355469
1145.0,53748370,8106.0,8197.0,13165.4833984375,13562.2900390625
1145.0,53748370,8209.0,8213.0,13165.4833984375,13528.625
1155.0,133974737,347.0,386.0,459.1324462890625,1288.140380859375
1156.0,388182591,5254.0,5266.0,6640.71923828125,6748.01220703125
1195.0,260506296,1395.0,1400.0,424.5726318359375,495.799560546875
1213.0,16225464,3911.0,3945.0,3018.83837890625,4063.21044921875
1238.0,260127241,9353.0,9368.0,1022.1541748046875,1755.0250244140625
1264.0,53598309,4511.0,4518.0,394.20880126953125,507.4333801269531
1264.0,53598309,12267.0,12281.0,394.20880126953125,498.3428039550781
1272.0,128467482,5354.0,5374.0,142.8980712890625,719.4951782226562
1293.0,266613362,7567.0,7692.0,37522.44921875,37937.5703125
1293.0,266613362,7694.0,7703.0,37522.44921875,37782.7109375
1306.0,149101411,10418.0,10433.0,591.0025634765625,706.6060180664062
1343.0,331995206,13981.0,13987.0,47915.06640625,48729.97265625
1351.0,393123593,7835.0,7840.0,42300.42578125,42453.265625
1399.0,61686716,7663.0,7789.0,1992127.625,1994917.5
1399.0,61686716,7791.0,7808.0,1992127.625,1994377.5
1399.0,61686716,7813.0,7825.0,1992127.625,1994236.375
1404.0,169014037,13204.0,13209.0,1990.9287109375,2057.7216796875
1426.0,63427664,15593.0,15658.0,785888.375,813101.125
1480.0,272362527,10686.0,10701.0,900.836669921875,1021.45703125
1496.0,78959225,13020.0,13050.0,368932.53125,369685.03125
1496.0,78959225,14698.0,14744.0,368932.53125,397598.9375
1577.0,146983358,7836.0,7950.0,32724.291015625,33125.86328125
1589.0,261261527,7920.0,7924.0,88389.0,88467.484375
1600.0,177310473,1882.0,1887.0,387.95245361328125,455.6966552734375
1617.0,300866996,5098.0,5102.0,990.6214599609375,1148.07666015625
1617.0,300866996,10275.0,10279.0,990.6214599609375,1138.1143798828125
1617.0,300866996,14958.0,14972.0,990.6214599609375,1288.3541259765625
1617.0,300866996,14976.0,14981.0,990.6214599609375,1062.163818359375
1625.0,419150791,7962.0,7967.0,1732.076171875,1920.53564453125
1660.0,149347805,7436.0,7440.0,8129.25146484375,8192.9130859375
1660.0,149347805,7456.0,7463.0,8129.25146484375,8205.458984375
1660.0,149347805,7482.0,7486.0,8129.25146484375,8210.60546875
1660.0,149347805,7493.0,7500.0,8129.25146484375,8211.15234375
1660.0,149347805,7506.0,7515.0,8129.25146484375,8211.5205078125
1660.0,149347805,7517.0,7525.0,8129.25146484375,8209.1064453125
1660.0,149347805,7532.0,7536.0,8129.25146484375,8223.18359375
1660.0,149347805,7550.0,7554.0,8129.25146484375,8205.29296875
1672.0,167814455,14032.0,14045.0,2670.154052734375,2968.5927734375
1676.0,272433444,6103.0,6148.0,3383.479736328125,4274.70361328125
1698.0,6780465,2207.0,2212.0,35964.75,36347.69140625
1698.0,6780465,2214.0,2221.0,35964.75,36345.9140625
1704.0,344140081,7997.0,8001.0,25470.544921875,25824.134765625
1750.0,130572374,7874.0,7885.0,13093.0078125,13184.2080078125
1807.0,280441724,11868.0,11874.0,941.3771362304688,978.1993408203125
1807.0,280441724,11876.0,11882.0,941.3771362304688,984.1301879882812
1819.0,64456992,7602.0,7615.0,1079638.125,1080366.125
1819.0,64456992,7629.0,7633.0,1079638.125,1079980.625
1831.0,31105740,8015.0,8039.0,2035.3603515625,2247.5966796875
1854.0,291471120,7805.0,7809.0,35505.32421875,36174.828125
1854.0,291471120,7812.0,7818.0,35505.32421875,36191.52734375
1854.0,291471120,7827.0,7836.0,35505.32421875,36197.78125
1897.0,17817323,12932.0,12971.0,105918.546875,106609.53125
1929.0,151514994,8774.0,8778.0,9780.958984375,10024.84765625
1942.0,308542808,447.0,451.0,4184.2041015625,4272.55615234375
1942.0,308542808,2186.0,2190.0,4184.2041015625,4313.66455078125
1942.0,308542808,15335.0,15340.0,4184.2041015625,4294.07861328125
1942.0,308542808,15383.0,15398.0,4184.2041015625,4399.6083984375
1948.0,148995451,7827.0,7833.0,74656.0,74988.546875
1948.0,148995451,7842.0,7848.0,74656.0,75076.046875
1948.0,148995451,7854.0,7859.0,74656.0,75054.3828125
1948.0,148995451,7878.0,7889.0,74656.0,75089.5859375
1953.0,123382400,1014.0,1030.0,4726.0732421875,6731.6318359375
1953.0,123382400,9988.0,10006.0,4726.0732421875,6933.17333984375
1953.0,123382400,14880.0,14890.0,4726.0732421875,6704.365234375
1953.0,123382400,14902.0,14911.0,4726.0732421875,6065.85888671875
2012.0,349647610,7937.0,7941.0,1785218.5,1788626.625
2012.0,349647610,7943.0,7948.0,1785218.5,1788478.0
2012.0,349647610,7950.0,7968.0,1785218.5,1788689.5
2012.0,349647610,7970.0,7977.0,1785218.5,1788802.25
2012.0,349647610,7979.0,7998.0,1785218.5,1788854.875
2012.0,349647610,8001.0,8007.0,1785218.5,1788534.0
2014.0,320130608,7568.0,7573.0,83146.15625,83500.859375
2038.0,344140939,3881.0,3892.0,25970.71484375,26358.896484375
2098.0,182169136,7696.0,7789.0,197784.828125,253903.59375
2122.0,177078973,12682.0,12721.0,5291.916015625,5530.404296875
2151.0,381949122,7919.0,8056.0,3399407.75,3430008.75
2164.0,108751745,6548.0,6570.0,910.0843505859375,1842.5220947265625
2173.0,95413384,7999.0,8047.0,24499.80859375,24312.013671875
2234.0,346996454,7396.0,7451.0,2242640.0,2280806.0
2234.0,346996454,7453.0,7458.0,2242640.0,2274824.0
2234.0,346996454,7461.0,7467.0,2242640.0,2273720.25
2248.0,292351425,7978.0,7988.0,65249.28125,65552.7734375
2248.0,292351425,7990.0,7994.0,65249.28125,65564.59375
2248.0,292351425,7998.0,8003.0,65249.28125,65577.0859375
2248.0,292351425,8019.0,8023.0,65249.28125,65530.26171875
2248.0,292351425,8040.0,8047.0,65249.28125,65564.8828125
