,TIC,LSper,LSamp,LSmed,LSstd,acf_pk,acf_per,bls_per,bls_ampl,ecl_num,ecl_dep
0,234307350,13.116666512556035,0.02936185335533211,0.00010055164670668825,0.01646658662511501,0.0005655227120748616,3.138169861422057,-1.0,-1.0,-1.0,-1.0
1,370041316,3.761924656729726,0.016960991902604163,9.234582339418425e-05,0.0002512328429440021,0.020568498145197848,2.269447780738119,-1.0,-1.0,-1.0,-1.0
2,206534722,5.292077767830214,0.006215207229082197,0.00014987408679978663,8.957576390297714e-05,0.004967594292113458,5.2486465428664815,-1.0,-1.0,-1.0,-1.0
3,79281046,3.83577937217408,0.1551186811845514,8.513187212685767e-05,0.000822381250168898,0.06379256992757729,3.4568234818580095,15.76786288512472,138.23115097334218,24.0,-0.04279352364690952
4,348895887,8.92005797339088,0.008386235284550765,9.636899084504757e-05,0.00011978539807347381,0.03113428880845162,6.852698073890679,-1.0,-1.0,-1.0,-1.0
5,92912948,1.1415535156293197,0.003877830796949499,0.0002834737320032013,5.835268874631848e-05,0.021234848531441117,6.79910867562262,-1.0,-1.0,3.0,-0.33664166325726425
6,231700251,7.54132014611562,0.03632540885924055,0.00014818861718135545,3.933889836135036e-05,0.010986183974295785,8.424784290895332,-1.0,-1.0,-1.0,-1.0
7,32050449,3.49263044002997,0.000985784365558449,9.85861100777097e-05,8.536753157114203e-05,0.0008859722362201948,3.836107425915543,-1.0,-1.0,-1.0,-1.0
8,126746695,1.45773558364711,0.06316367167220031,0.00011758264831255476,0.0007160154016480683,0.05067347212740038,1.3811979636229808,-1.0,-1.0,-1.0,-1.0
9,150437065,5.760588344842289,0.008573991348945634,9.18021803938339e-05,0.0003017902908656719,-0.008171499986069463,5.058300741099629,-1.0,-1.0,-1.0,-1.0
10,141096635,0.2280254287600836,0.0006809290697227136,8.118345099401343e-05,4.963056037355757e-05,0.0075639822365252745,5.036727048112198,-1.0,-1.0,-1.0,-1.0
11,220501977,5.760601335368044,0.013188440758599018,9.115119416114706e-05,6.361811639834928e-05,0.021193393296233255,5.665886993214372,-1.0,-1.0,-1.0,-1.0
12,150439989,2.220824533795171,0.7256255400121369,5.252867639470447e-05,0.0014992918977451521,0.4301112478314913,2.2229083068577893,2.2669950649509185,68.8788359838287,-1.0,-1.0
13,234299476,8.530273937613646,0.7356155162337894,3.981038988721756e-05,0.00305702889883946,0.5249215410231323,8.234663234703476,7.833955584028293,66.62217944031963,1.0,-1.0042607765572726
14,150099511,1.6842123882038924,0.0016999715106694403,9.414941478389898e-05,6.467796080405844e-05,-0.0009082675085022595,7.426399553489318,-1.0,-1.0,-1.0,-1.0
15,402290306,2.2463466418473343,0.0010299895463114401,8.778681156823485e-05,0.009289550331440468,-0.005547599447082802,2.8374045178934466,-1.0,-1.0,-1.0,-1.0
16,55659311,7.541426812810153,0.05148197161504567,1.7090015524304418e-05,0.014921392600350908,-0.008490781981940212,2.5201490372376156,25.29797360600584,967.692598249664,1.0,-1.0783041559538744
17,53952913,10.911855927733784,0.002968447855272058,0.00010183231012845239,8.333549704720957e-05,-0.014468027032768681,6.358255812011521,-1.0,-1.0,-1.0,-1.0
18,374860651,3.314670414183305,0.0019354322495789206,9.857237657737241e-05,0.00016996651593302757,0.011357394128732289,3.4222252363106236,-1.0,-1.0,-1.0,-1.0
19,197948978,7.541433085412663,0.06707408331907255,0.00010425206852895485,0.00038859164172670826,0.06933723616255275,8.145780447423476,-1.0,-1.0,-1.0,-1.0
20,31798594,0.11314704197586516,0.3492724106629507,0.0005404093487825982,0.00026096953988151607,0.03268288861412847,7.459008110466357,7.554841155450667,47.55987645546665,4.0,-0.2538292256151873
21,212296170,1.2594123556619177,0.11754705271544594,0.0003881515681971843,0.0010500619044870728,0.026784341336676638,1.4089728057253978,8.88059026073966,59.0674820270949,-1.0,-1.0
22,350740600,8.920203832321262,0.017945962941345383,0.00011168686863142723,0.00035902534524084233,0.0287871786834722,7.879237744698003,-1.0,-1.0,-1.0,-1.0
23,25167696,12.28644075875334,0.014797447923250443,0.00010699615210566104,0.00021493686550268587,-0.003926205951096658,5.449939034917406,-1.0,-1.0,-1.0,-1.0
24,441112491,1.34643352827212,0.16720538826692374,6.316483319217043e-05,0.0009427966588641959,0.12557893359929095,2.8888352643843973,4.75993878270079,41.51259771657203,-1.0,-1.0
25,176875114,0.8717252745097068,0.0025034158937274503,0.0001058366669968175,4.1928691226939885e-05,-0.004478122348563265,3.414512974418585,-1.0,-1.0,-1.0,-1.0
26,231833061,6.320312623253623,0.03553480299121037,0.003785831563645584,0.004511585373468707,0.04573453731217614,5.149995052604936,5.39504428781998,50.98361981444952,3.0,-0.552995895236606
27,231626712,0.47614024936121335,0.07047482405678102,0.0001832547120329648,0.00027036309868836724,0.03194871162474637,0.45970459465752356,-1.0,-1.0,-1.0,-1.0
28,409138905,0.18794499626388755,0.0018366906301605437,0.00014054631439456048,0.0010445944359976373,0.003594220737027159,5.436617139891723,-1.0,-1.0,-1.0,-1.0
29,204449384,2.916816612573397,0.004799123024926779,0.00014181621405131905,0.00022782699026792252,0.008645068778619872,1.2770609122196674,-1.0,-1.0,-1.0,-1.0
30,38759499,4.55155457832887,0.36866152415857806,6.725996073100868e-05,0.0005615679550869247,0.28907980869231276,8.994534942437895,-1.0,-1.0,-1.0,-1.0
31,277773936,5.152247038277442,0.0015657586391666601,0.00010595749029759342,5.367938178926377e-05,0.006735306686628258,3.4638094922411256,-1.0,-1.0,-1.0,-1.0
