,TIC,per,Pamp,Pmed,StdLC,acf_pk,acf_per,ecl_flg
0,0000000025063296,11.273357713198276,0.023779350864311384,9.13975112140997e-05,0.0001958831854052572,0.09014127668674861,3.1207614320919674,0
1,0000000025063396,10.1745543828833,0.02968621282112164,7.061978178578122e-05,0.00016206534424190297,0.0160692601426458,10.185876922377247,0
2,0000000025063680,4.669922000031531,0.05828996610171228,8.594059422090139e-05,0.0005297419885753155,0.09581789877731985,2.428416960947743,0
3,0000000025063986,9.857501611797842,0.35954823727188534,6.414013949150587e-06,0.0023531634177803786,0.5282249847021454,10.349768217651217,0
4,0000000025063999,3.1591338257432073,0.042239581705125366,5.3450541049790885e-05,0.000185780905661016,0.3871703741969761,2.6749401535817015,0
5,0000000025064373,10.593734360726295,0.07830857917852989,0.00013628002080691196,0.0014595279097710493,-0.07831315236162545,4.561004477003735,0
6,0000000025064377,6.692930916389014,0.04655331602393366,5.924911126204168e-05,0.00021830323737715798,-0.08404042926708649,4.75683333163488,0
7,0000000025064731,2.237390624197506,0.02470737715920525,2.44153172644308e-05,0.000340004599642014,0.07577885732332651,1.590239740621655,1
8,0000000025064848,25.006681332118802,0.03082163667822333,5.1648288723006086e-05,0.00017287747451196593,0.13736690550165365,2.4659127552727114,0
9,0000000025065290,8.372917643431093,0.07689385671755156,7.478101981930448e-05,0.00032406822494901867,0.03404650585414267,7.849815488068998,0
10,0000000025065357,5.124821449681434,0.04014148729806576,6.807978033417043e-05,0.0001263692358213192,0.05335522334385359,8.136614472849487,0
11,0000000025065358,12.233260721713515,0.04144823434213149,5.2211893315288216e-05,0.0007959372078838603,0.2688100642377609,2.2846689633524875,1
12,0000000025065471,11.667693342041474,0.04255560753473644,6.285369442404553e-05,0.00019582727386872995,0.030589013345733565,3.6006108297829087,0
13,0000000025077654,2.4692622119647125,0.022206429665564145,0.00010302841421314138,0.00022054764754360863,-0.048736317552672874,6.7956760913666585,0
14,0000000025077712,4.258027980485436,0.014513920759998836,0.00010891566022503459,0.0005929358822630744,0.018750024019435513,4.5339233920117294,0
15,0000000025078120,0.4116335593870384,0.8655820455606108,1.715703447752696e-05,0.0026432667980389748,0.13688420484569916,0.799981823307462,0
16,0000000025078425,5.4692523760403295,0.06562410470945719,0.00012078702814541428,0.000223781217279906,-0.012257548424046352,3.7624148367353882,0
17,0000000025078674,10.235590648915029,0.040524996625678336,2.817057953270819e-05,6.8071167977101e-05,0.07679614586723839,8.166479134233668,1
18,0000000025078884,13.035557528346892,0.021658470368245183,9.228406069783525e-05,0.0002849621766571826,0.1039360520116497,1.9860652410170587,0
19,0000000025078924,0.9074561970538714,0.62117442629325,6.22877614288161e-06,0.029298391535944785,0.39450253229402305,0.9076174549561529,0
20,0000000025079777,2.9046751428116204,0.03509622750720646,0.00010389895319368162,0.00032017081381396104,0.25818796567163,5.3151620883136275,0
21,0000000025080230,4.669923913009378,0.2630557584701778,5.160567834744096e-06,0.003304403993164755,0.6313482013207404,4.556842780706575,0
22,0000000025080362,12.20115115903462,0.045079794716017856,7.95258214185607e-05,0.00029155449508495125,-0.049949920839243926,6.201249726027527,0
23,0000000025080437,10.593748405345899,0.11529685802902442,1.9756734130551304e-05,0.001868796187453898,-0.08699434404380227,2.647857049902541,1
24,0000000025080787,3.0830697331644608,0.10965827502192516,0.00012872490044980427,0.000151172460128994,0.03668367169303076,3.1242347394620538,0
25,0000000025080867,10.643848949957906,0.026549077543793497,7.216915063181626e-05,0.00014381604042133547,0.02144249723473566,2.8561853934356805,0
26,0000000025081005,5.742376495114511,0.36192183382642945,7.324196585940429e-06,0.001106317400565056,0.4285087221753184,11.45321503447849,0
27,0000000025081091,2.87959737574388,0.030239950236259486,6.980247826760025e-05,0.00015771966233685015,0.02015134223118891,4.718644170238804,0
28,0000000025081173,3.0438246418548136,0.06660560900079958,4.089041825807041e-05,0.0002556223525446202,0.08733301621254368,3.0284048623966555,0
29,0000000025081331,2.7282616979125867,0.0904282571308629,0.00012156205301553434,0.0012002865070023815,0.028990287570997964,5.721401627537034,0
30,0000000025081407,11.9820198244849,0.04079364011712413,4.977796395700708e-05,0.00031758929552652904,0.024338274700678966,5.0512776695723005,0
31,0000000025081575,4.0511742990378705,0.031502357822427676,7.016026070716567e-05,0.00016463083767129791,0.04270792253539776,7.185952363353863,0
32,0000000025081629,0.5449707467926022,0.09487624610757575,0.00010120510730914743,0.0034191309703806355,0.24439107443558414,3.175625390540972,0
33,0000000025081729,2.2004908854835517,0.03656446275408116,0.00012186063636473528,0.0004235910889858062,0.20693915536220134,2.139537122293632,0
34,0000000025115881,6.110558473647807,0.03521543892030918,0.00010521375707210581,0.00036207568849829213,0.03225040455068238,4.6158672073156595,0
35,0000000025115973,6.905220326803674,0.1204261247802733,2.468409168435334e-05,0.001227428381612583,0.11877828618181313,8.617859356477311,0
36,0000000025115993,13.429175993092374,0.07571337198374366,5.5509911498481145e-05,0.0005843084779221147,-0.0005516720690607289,4.724197361397273,0
37,0000000025116013,3.374883166106076,0.05983876278348491,6.987958023954956e-05,0.00013272601126373062,0.21252323642974033,7.59635352656278,0
38,0000000025116119,3.316169399189573,0.03695050754570428,4.981270691409889e-05,0.00017392673086904085,0.08889437188090175,2.802018851041339,0
39,0000000025116346,12.809495339479499,0.2504776225953402,8.08567501438701e-05,0.0004966551707103185,-0.1772152135691943,7.5692666285021915,0
40,0000000025116423,10.395098249097495,0.026460564878460015,0.00010301810205693397,0.00045206669468306947,0.03143460455939581,7.0352533859643245,0
41,0000000025116563,10.080943516824988,0.34643351720681076,6.2437382528279394e-06,0.0018424108968007533,0.588370418929081,10.380316920143741,1
42,0000000025116994,6.0788397299109755,0.05005918200214802,8.418769495896182e-05,0.00023830505657558435,-0.017905288142407282,3.870747300928997,0
43,0000000025117096,5.645201107257138,0.0525662078527424,8.760577851815794e-05,0.00022407663685470314,0.4505610786174872,10.444219958080794,0
44,0000000025117242,13.99249056830662,0.0649936554973593,2.3683473352089974e-05,0.0017585944577659838,-0.12747601564854147,7.698442624738163,1
45,0000000025117273,0.6058430694522952,0.10880037497381644,5.750659867758956e-05,0.0007115852578675901,0.09134711781141575,2.4034193051743387,1
